Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
8,54.1,-1.7451615,97.5833333,-0.3366539,97.5833333
9,54.1,-1.3551615,96.5833333,-0.2542996,96.5833333
10,54.1,-0.9451615,95.5833333,-0.0052764,95.5833333
11,54.1,-0.5351615,94.5833333,0.5784312,94.5833333
12,54.1,-0.1651615,94.5833333,0.3620187,94.5833333
13,54.1,0.2348385,93.5833333,0.8908461,93.5833333
14,54.1,0.5852159,93.5833333,1.0559726,93.5833333
15,54.1,0.9452159,92.5833333,0.7458356,92.5833333
16,54.1,1.2952159,91.5833333,1.7051035,91.5833333
17,54.1,1.6748385,91.5833333,1.7074726,91.5833333
18,54.1,1.9852159,90.5833333,2.242958,90.5833333
19,54.1,2.3348385,90.5833333,2.0558914,90.5833333
20,54.1,2.6552159,89.5833333,2.2979327,89.5833333
21,54.1,3.0148385,89.5833333,2.5970784,89.5833333
1,54.1166667,-4.535107,102.5833333,-2.5840084,102.5833333
2,54.1166667,-4.183975,101.5833333,-2.1211482,101.5833333
3,54.1166667,-3.8028429,100.5833333,-1.9428103,100.5833333
4,54.1166667,-3.4028429,99.5833333,-1.770064,99.5833333
5,54.1166667,-2.9628429,99.5833333,-1.4093292,99.5833333
6,54.1166667,-2.5822769,98.5833333,-1.4996891,98.5833333
7,54.1166667,-2.1617108,97.5833333,-1.0749951,97.5833333
8,54.1166667,-1.7417108,97.5833333,-0.3402478,97.5833333
9,54.1166667,-1.3517108,96.5833333,-0.2540271,96.5833333
10,54.1166667,-0.9417108,95.5833333,-0.0083069,95.5833333
11,54.1166667,-0.5317108,94.5833333,0.5779059,94.5833333
12,54.1166667,-0.1617108,94.5833333,0.3601821,94.5833333
13,54.1166667,0.2382892,93.5833333,0.8898564,93.5833333
14,54.1166667,0.5888552,93.5833333,1.0538121,93.5833333
15,54.1166667,0.9488552,92.5833333,0.741276,92.5833333
16,54.1166667,1.2988552,91.5833333,1.7043118,91.5833333
17,54.1166667,1.6782892,91.5833333,1.7084909,91.5833333
18,54.1166667,1.9888552,90.5833333,2.2426299,90.5833333
19,54.1166667,2.3382892,90.5833333,2.053512,90.5833333
20,54.1166667,2.6588552,89.5833333,2.2981241,89.5833333
21,54.1166667,3.0182892,89.5833333,2.5948705,89.5833333
1,54.1333333,-4.5327884,102.5833333,-2.58437,102.5833333
2,54.1333333,-4.181279,101.5833333,-2.1220922,101.5833333
3,54.1333333,-3.7997696,100.5833333,-1.9431333,100.5833333
4,54.1333333,-3.3997696,99.5833333,-1.7701373,99.5833333
5,54.1333333,-2.9597696,99.5833333,-1.4105451,99.5833333
6,54.1333333,-2.5790148,98.5833333,-1.4993152,98.5833333
7,54.1333333,-2.1582601,97.5833333,-1.0761828,97.5833333
8,54.1333333,-1.7382601,97.5833333,-0.3438417,97.5833333
9,54.1333333,-1.3482601,96.5833333,-0.2537547,96.5833333
10,54.1333333,-0.9382601,95.5833333,-0.0113374,95.5833333
11,54.1333333,-0.5282601,94.5833333,0.5773806,94.5833333
12,54.1333333,-0.1582601,94.5833333,0.3583455,94.5833333
13,54.1333333,0.2417399,93.5833333,0.8888667,93.5833333
14,54.1333333,0.5924946,93.5833333,1.0516515,93.5833333
15,54.1333333,0.9524946,92.5833333,0.7367164,92.5833333
16,54.1333333,1.3024946,91.5833333,1.7035201,91.5833333
17,54.1333333,1.6817399,91.5833333,1.7095092,91.5833333
18,54.1333333,1.9924946,90.5833333,2.2423018,90.5833333
19,54.1333333,2.3417399,90.5833333,2.0511325,90.5833333
20,54.1333333,2.6624946,89.5833333,2.2983155,89.5833333
21,54.1333333,3.0217399,89.5833333,2.5926627,89.5833333
1,54.15,-4.5304698,102.5833333,-2.5847317,102.5833333
2,54.15,-4.178583,101.5833333,-2.1230363,101.5833333
3,54.15,-3.7966962,100.5833333,-1.9434564,100.5833333
4,54.15,-3.3966962,99.5833333,-1.7702107,99.5833333
5,54.15,-2.9566962,99.5833333,-1.411761,99.5833333
6,54.15,-2.5757528,98.5833333,-1.4989412,98.5833333
7,54.15,-2.1548094,97.5833333,-1.0773706,97.5833333
8,54.15,-1.7348094,97.5833333,-0.3474355,97.5833333
9,54.15,-1.3448094,96.5833333,-0.2534823,96.5833333
10,54.15,-0.9348094,95.5833333,-0.0143679,95.5833333
11,54.15,-0.5248094,94.5833333,0.5768553,94.5833333
12,54.15,-0.1548094,94.5833333,0.3565089,94.5833333
13,54.15,0.2451906,93.5833333,0.887877,93.5833333
14,54.15,0.596134,93.5833333,1.0494909,93.5833333
15,54.15,0.956134,92.5833333,0.7321567,92.5833333
16,54.15,1.306134,91.5833333,1.7027285,91.5833333
17,54.15,1.6851906,91.5833333,1.7105276,91.5833333
18,54.15,1.996134,90.5833333,2.2419737,90.5833333
19,54.15,2.3451906,90.5833333,2.0487531,90.5833333
20,54.15,2.666134,89.5833333,2.2985069,89.5833333
21,54.15,3.0251906,89.5833333,2.5904549,89.5833333
1,54.1666667,-4.5281512,102.5833333,-2.5850934,102.5833333
2,54.1666667,-4.175887,101.5833333,-2.1239803,101.5833333
3,54.1666667,-3.7936229,100.5833333,-1.9437794,100.5833333
4,54.1666667,-3.3936229,99.5833333,-1.770284,99.5833333
5,54.1666667,-2.9536229,99.5833333,-1.412977,99.5833333
6,54.1666667,-2.5724908,98.5833333,-1.4985673,98.5833333
7,54.1666667,-2.1513587,97.5833333,-1.0785583,97.5833333
8,54.1666667,-1.7313587,97.5833333,-0.3510294,97.5833333
9,54.1666667,-1.3413587,96.5833333,-0.2532098,96.5833333
10,54.1666667,-0.9313587,95.5833333,-0.0173984,95.5833333
11,54.1666667,-0.5213587,94.5833333,0.57633,94.5833333
12,54.1666667,-0.1513587,94.5833333,0.3546723,94.5833333
13,54.1666667,0.2486413,93.5833333,0.8868873,93.5833333
14,54.1666667,0.5997733,93.5833333,1.0473303,93.5833333
15,54.1666667,0.9597733,92.5833333,0.7275971,92.5833333
16,54.1666667,1.3097733,91.5833333,1.7019368,91.5833333
17,54.1666667,1.6886413,91.5833333,1.7115459,91.5833333
18,54.1666667,1.9997733,90.5833333,2.2416455,90.5833333
19,54.1666667,2.3486413,90.5833333,2.0463737,90.5833333
20,54.1666667,2.6697733,89.5833333,2.2986983,89.5833333
21,54.1666667,3.0286413,89.5833333,2.588247,89.5833333
1,54.1833333,-4.5258326,102.5833333,-2.5854551,102.5833333
2,54.1833333,-4.1731911,101.5833333,-2.1249243,101.5833333
3,54.1833333,-3.7905496,100.5833333,-1.9441024,100.5833333
4,54.1833333,-3.3905496,99.5833333,-1.7703574,99.5833333
5,54.1833333,-2.9505496,99.5833333,-1.4141929,99.5833333
6,54.1833333,-2.5692288,98.5833333,-1.4981933,98.5833333
7,54.1833333,-2.1479081,97.5833333,-1.079746,97.5833333
8,54.1833333,-1.7279081,97.5833333,-0.3546233,97.5833333
9,54.1833333,-1.3379081,96.5833333,-0.2529374,96.5833333
10,54.1833333,-0.9279081,95.5833333,-0.020429,95.5833333
11,54.1833333,-0.5179081,94.5833333,0.5758047,94.5833333
12,54.1833333,-0.1479081,94.5833333,0.3528357,94.5833333
13,54.1833333,0.2520919,93.5833333,0.8858976,93.5833333
14,54.1833333,0.6034127,93.5833333,1.0451697,93.5833333
15,54.1833333,0.9634127,92.5833333,0.7230375,92.5833333
16,54.1833333,1.3134127,91.5833333,1.7011451,91.5833333
17,54.1833333,1.6920919,91.5833333,1.7125642,91.5833333
18,54.1833333,2.0034127,90.5833333,2.2413174,90.5833333
19,54.1833333,2.3520919,90.5833333,2.0439943,90.5833333
20,54.1833333,2.6734127,89.5833333,2.2988897,89.5833333
21,54.1833333,3.0320919,89.5833333,2.5860392,89.5833333
1,54.2,-4.523514,102.5833333,-2.5858168,102.5833333
2,54.2,-4.1704951,101.5833333,-2.1258684,101.5833333
3,54.2,-3.7874762,100.5833333,-1.9444255,100.5833333
4,54.2,-3.3874762,99.5833333,-1.7704308,99.5833333
5,54.2,-2.9474762,99.5833333,-1.4154089,99.5833333
6,54.2,-2.5659668,98.5833333,-1.4978194,98.5833333
7,54.2,-2.1444574,97.5833333,-1.0809337,97.5833333
8,54.2,-1.7244574,97.5833333,-0.3582171,97.5833333
9,54.2,-1.3344574,96.5833333,-0.2526649,96.5833333
10,54.2,-0.9244574,95.5833333,-0.0234595,95.5833333
11,54.2,-0.5144574,94.5833333,0.5752794,94.5833333
12,54.2,-0.1444574,94.5833333,0.3509991,94.5833333
13,54.2,0.2555426,93.5833333,0.8849079,93.5833333
14,54.2,0.6070521,93.5833333,1.0430091,93.5833333
15,54.2,0.9670521,92.5833333,0.7184778,92.5833333
16,54.2,1.3170521,91.5833333,1.7003534,91.5833333
17,54.2,1.6955426,91.5833333,1.7135826,91.5833333
18,54.2,2.0070521,90.5833333,2.2409893,90.5833333
19,54.2,2.3555426,90.5833333,2.0416148,90.5833333
20,54.2,2.6770521,89.5833333,2.2990811,89.5833333
21,54.2,3.0355426,89.5833333,2.5838314,89.5833333
1,54.2166667,-4.5211954,102.5833333,-2.5861784,102.5833333
2,54.2166667,-4.1677991,101.5833333,-2.1268124,101.5833333
3,54.2166667,-3.7844029,100.5833333,-1.9447485,100.5833333
4,54.2166667,-3.3844029,99.5833333,-1.7705041,99.5833333
5,54.2166667,-2.9444029,99.5833333,-1.4166248,99.5833333
6,54.2166667,-2.5627048,98.5833333,-1.4974455,98.5833333
7,54.2166667,-2.1410067,97.5833333,-1.0821214,97.5833333
8,54.2166667,-1.7210067,97.5833333,-0.361811,97.5833333
9,54.2166667,-1.3310067,96.5833333,-0.2523925,96.5833333
10,54.2166667,-0.9210067,95.5833333,-0.02649,95.5833333
11,54.2166667,-0.5110067,94.5833333,0.5747541,94.5833333
12,54.2166667,-0.1410067,94.5833333,0.3491625,94.5833333
13,54.2166667,0.2589933,93.5833333,0.8839182,93.5833333
14,54.2166667,0.6106914,93.5833333,1.0408486,93.5833333
15,54.2166667,0.9706914,92.5833333,0.7139182,92.5833333
16,54.2166667,1.3206914,91.5833333,1.6995617,91.5833333
17,54.2166667,1.6989933,91.5833333,1.7146009,91.5833333
18,54.2166667,2.0106914,90.5833333,2.2406612,90.5833333
19,54.2166667,2.3589933,90.5833333,2.0392354,90.5833333
20,54.2166667,2.6806914,89.5833333,2.2992725,89.5833333
21,54.2166667,3.0389933,89.5833333,2.5816236,89.5833333
1,54.2333333,-4.5188767,102.5833333,-2.5865401,102.5833333
2,54.2333333,-4.1651032,101.5833333,-2.1277564,101.5833333
3,54.2333333,-3.7813296,100.5833333,-1.9450715,100.5833333
4,54.2333333,-3.3813296,99.5833333,-1.7705775,99.5833333
5,54.2333333,-2.9413296,99.5833333,-1.4178407,99.5833333
6,54.2333333,-2.5594428,98.5833333,-1.4970715,98.5833333
7,54.2333333,-2.137556,97.5833333,-1.0833091,97.5833333
8,54.2333333,-1.717556,97.5833333,-0.3654048,97.5833333
9,54.2333333,-1.327556,96.5833333,-0.2521201,96.5833333
10,54.2333333,-0.917556,95.5833333,-0.0295205,95.5833333
11,54.2333333,-0.507556,94.5833333,0.5742288,94.5833333
12,54.2333333,-0.137556,94.5833333,0.3473259,94.5833333
13,54.2333333,0.262444,93.5833333,0.8829285,93.5833333
14,54.2333333,0.6143308,93.5833333,1.038688,93.5833333
15,54.2333333,0.9743308,92.5833333,0.7168051,92.5833333
16,54.2333333,1.3243308,91.5833333,1.6987701,91.5833333
17,54.2333333,1.702444,91.5833333,1.7156192,91.5833333
18,54.2333333,2.0143308,90.5833333,2.2403331,90.5833333
19,54.2333333,2.362444,90.5833333,2.036856,90.5833333
20,54.2333333,2.6843308,89.5833333,2.2994639,89.5833333
21,54.2333333,3.042444,89.5833333,2.5794157,89.5833333
1,54.25,-4.5165581,102.5833333,-2.5869018,102.5833333
2,54.25,-4.1624072,101.5833333,-2.1287005,101.5833333
3,54.25,-3.7782562,100.5833333,-1.9453945,100.5833333
4,54.25,-3.3782562,99.5833333,-1.7706509,99.5833333
5,54.25,-2.9382562,99.5833333,-1.4190567,99.5833333
6,54.25,-2.5561808,98.5833333,-1.4966976,98.5833333
7,54.25,-2.1341053,97.5833333,-1.0844969,97.5833333
8,54.25,-1.7141053,97.5833333,-0.3689987,97.5833333
9,54.25,-1.3241053,96.5833333,-0.2518476,96.5833333
10,54.25,-0.9141053,95.5833333,-0.032551,95.5833333
11,54.25,-0.5041053,94.5833333,0.5737035,94.5833333
12,54.25,-0.1341053,94.5833333,0.3454893,94.5833333
13,54.25,0.2658947,93.5833333,0.8819388,93.5833333
14,54.25,0.6179702,93.5833333,1.0365274,93.5833333
15,54.25,0.9779702,92.5833333,0.7196921,92.5833333
16,54.25,1.3279702,91.5833333,1.6979784,91.5833333
17,54.25,1.7058947,91.5833333,1.7166376,91.5833333
18,54.25,2.0179702,90.5833333,2.2400049,90.5833333
19,54.25,2.3658947,90.5833333,2.0344766,90.5833333
20,54.25,2.6879702,89.5833333,2.2996553,89.5833333
21,54.25,3.0458947,89.5833333,2.5772079,89.5833333
1,54.2666667,-4.5142395,102.5833333,-2.5872635,102.5833333
2,54.2666667,-4.1597112,101.5833333,-2.1296445,101.5833333
3,54.2666667,-3.7751829,100.5833333,-1.9457176,100.5833333
4,54.2666667,-3.3751829,99.5833333,-1.7707242,99.5833333
5,54.2666667,-2.9351829,99.5833333,-1.4202726,99.5833333
6,54.2666667,-2.5529188,98.5833333,-1.4963236,98.5833333
7,54.2666667,-2.1306546,97.5833333,-1.0856846,97.5833333
8,54.2666667,-1.7106546,97.5833333,-0.3725926,97.5833333
9,54.2666667,-1.3206546,96.5833333,-0.2515752,96.5833333
10,54.2666667,-0.9106546,95.5833333,-0.0355815,95.5833333
11,54.2666667,-0.5006546,94.5833333,0.5731782,94.5833333
12,54.2666667,-0.1306546,94.5833333,0.3436527,94.5833333
13,54.2666667,0.2693454,93.5833333,0.8809491,93.5833333
14,54.2666667,0.6216096,93.5833333,1.0343668,93.5833333
15,54.2666667,0.9816096,92.5833333,0.722579,92.5833333
16,54.2666667,1.3316096,91.5833333,1.6971867,91.5833333
17,54.2666667,1.7093454,91.5833333,1.7176559,91.5833333
18,54.2666667,2.0216096,90.5833333,2.2396768,90.5833333
19,54.2666667,2.3693454,90.5833333,2.0320971,90.5833333
20,54.2666667,2.6916096,89.5833333,2.2998467,89.5833333
21,54.2666667,3.0493454,89.5833333,2.5750001,89.5833333
1,54.2833333,-4.5119209,102.5833333,-2.5876251,102.5833333
2,54.2833333,-4.1570152,101.5833333,-2.1305886,101.5833333
3,54.2833333,-3.7721096,100.5833333,-1.9460406,100.5833333
4,54.2833333,-3.3721096,99.5833333,-1.7707976,99.5833333
5,54.2833333,-2.9321096,99.5833333,-1.4214886,99.5833333
6,54.2833333,-2.5496567,98.5833333,-1.4959497,98.5833333
7,54.2833333,-2.1272039,97.5833333,-1.0868723,97.5833333
8,54.2833333,-1.7072039,97.5833333,-0.3761864,97.5833333
9,54.2833333,-1.3172039,96.5833333,-0.2513027,96.5833333
10,54.2833333,-0.9072039,95.5833333,-0.038612,95.5833333
11,54.2833333,-0.4972039,94.5833333,0.5726529,94.5833333
12,54.2833333,-0.1272039,94.5833333,0.3418161,94.5833333
13,54.2833333,0.2727961,93.5833333,0.8799594,93.5833333
14,54.2833333,0.6252489,93.5833333,1.0322062,93.5833333
15,54.2833333,0.9852489,92.5833333,0.725466,92.5833333
16,54.2833333,1.3352489,91.5833333,1.696395,91.5833333
17,54.2833333,1.7127961,91.5833333,1.7186743,91.5833333
18,54.2833333,2.0252489,90.5833333,2.2393487,90.5833333
19,54.2833333,2.3727961,90.5833333,2.0297177,90.5833333
20,54.2833333,2.6952489,89.5833333,2.3000381,89.5833333
21,54.2833333,3.0527961,89.5833333,2.5727923,89.5833333
1,54.3,-4.5096023,102.5833333,-2.5879868,102.5833333
2,54.3,-4.1543193,101.5833333,-2.1315326,101.5833333
3,54.3,-3.7690362,100.5833333,-1.9463636,100.5833333
4,54.3,-3.3690362,99.5833333,-1.7708709,99.5833333
5,54.3,-2.9290362,99.5833333,-1.4227045,99.5833333
6,54.3,-2.5463947,98.5833333,-1.4955758,98.5833333
7,54.3,-2.1237532,97.5833333,-1.08806,97.5833333
8,54.3,-1.7037532,97.5833333,-0.3797803,97.5833333
9,54.3,-1.3137532,96.5833333,-0.2510303,96.5833333
10,54.3,-0.9037532,95.5833333,-0.0416425,95.5833333
11,54.3,-0.4937532,94.5833333,0.5721276,94.5833333
12,54.3,-0.1237532,94.5833333,0.3399795,94.5833333
13,54.3,0.2762468,93.5833333,0.8789697,93.5833333
14,54.3,0.6288883,93.5833333,1.0300456,93.5833333
15,54.3,0.9888883,92.5833333,0.728353,92.5833333
16,54.3,1.3388883,91.5833333,1.6956034,91.5833333
17,54.3,1.7162468,91.5833333,1.7196926,91.5833333
18,54.3,2.0288883,90.5833333,2.2390206,90.5833333
19,54.3,2.3762468,90.5833333,2.0273383,90.5833333
20,54.3,2.6988883,89.5833333,2.3002295,89.5833333
21,54.3,3.0562468,89.5833333,2.5705844,89.5833333
1,54.3166667,-4.5072837,102.5833333,-2.5883485,102.5833333
2,54.3166667,-4.1516233,101.5833333,-2.1324766,101.5833333
3,54.3166667,-3.7659629,100.5833333,-1.9466867,100.5833333
4,54.3166667,-3.3659629,99.5833333,-1.7709443,99.5833333
5,54.3166667,-2.9259629,99.5833333,-1.4239205,99.5833333
6,54.3166667,-2.5431327,98.5833333,-1.4952018,98.5833333
7,54.3166667,-2.1203025,97.5833333,-1.0892477,97.5833333
8,54.3166667,-1.7003025,97.5833333,-0.3833742,97.5833333
9,54.3166667,-1.3103025,96.5833333,-0.251791,96.5833333
10,54.3166667,-0.9003025,95.5833333,-0.0446731,95.5833333
11,54.3166667,-0.4903025,94.5833333,0.5716023,94.5833333
12,54.3166667,-0.1203025,94.5833333,0.3381429,94.5833333
13,54.3166667,0.2796975,93.5833333,0.87798,93.5833333
14,54.3166667,0.6325277,93.5833333,1.0278851,93.5833333
15,54.3166667,0.9925277,92.5833333,0.7312399,92.5833333
16,54.3166667,1.3425277,91.5833333,1.6948117,91.5833333
17,54.3166667,1.7196975,91.5833333,1.7207109,91.5833333
18,54.3166667,2.0325277,90.5833333,2.2386925,90.5833333
19,54.3166667,2.3796975,90.5833333,2.0249589,90.5833333
20,54.3166667,2.7025277,89.5833333,2.3004209,89.5833333
21,54.3166667,3.0596975,89.5833333,2.5683766,89.5833333
1,54.3333333,-4.504965,102.5833333,-2.5887102,102.5833333
2,54.3333333,-4.1489273,101.5833333,-2.1334207,101.5833333
3,54.3333333,-3.7628896,100.5833333,-1.9470097,100.5833333
4,54.3333333,-3.3628896,99.5833333,-1.7710177,99.5833333
5,54.3333333,-2.9228896,99.5833333,-1.4251364,99.5833333
6,54.3333333,-2.5398707,98.5833333,-1.4948279,98.5833333
7,54.3333333,-2.1168518,97.5833333,-1.0904354,97.5833333
8,54.3333333,-1.6968518,97.5833333,-0.386968,97.5833333
9,54.3333333,-1.3068518,96.5833333,-0.2525517,96.5833333
10,54.3333333,-0.8968518,95.5833333,-0.0477036,95.5833333
11,54.3333333,-0.4868518,94.5833333,0.571077,94.5833333
12,54.3333333,-0.1168518,94.5833333,0.3363063,94.5833333
13,54.3333333,0.2831482,93.5833333,0.8769903,93.5833333
14,54.3333333,0.636167,93.5833333,1.0257245,93.5833333
15,54.3333333,0.996167,92.5833333,0.7341269,92.5833333
16,54.3333333,1.346167,91.5833333,1.69402,91.5833333
17,54.3333333,1.7231482,91.5833333,1.7217293,91.5833333
18,54.3333333,2.036167,90.5833333,2.2383643,90.5833333
19,54.3333333,2.3831482,90.5833333,2.0225794,90.5833333
20,54.3333333,2.706167,89.5833333,2.3006124,89.5833333
21,54.3333333,3.0631482,89.5833333,2.5661688,89.5833333
1,54.35,-4.5026464,102.5833333,-2.5890719,102.5833333
2,54.35,-4.1462313,101.5833333,-2.1343647,101.5833333
3,54.35,-3.7598162,100.5833333,-1.9473327,100.5833333
4,54.35,-3.3598162,99.5833333,-1.771091,99.5833333
5,54.35,-2.9198162,99.5833333,-1.4263523,99.5833333
6,54.35,-2.5366087,98.5833333,-1.4944539,98.5833333
7,54.35,-2.1134011,97.5833333,-1.0916232,97.5833333
8,54.35,-1.6934011,97.5833333,-0.3905619,97.5833333
9,54.35,-1.3034011,96.5833333,-0.2533124,96.5833333
10,54.35,-0.8934011,95.5833333,-0.0507341,95.5833333
11,54.35,-0.4834011,94.5833333,0.5705517,94.5833333
12,54.35,-0.1134011,94.5833333,0.3344697,94.5833333
13,54.35,0.2865989,93.5833333,0.8760006,93.5833333
14,54.35,0.6398064,93.5833333,1.0235639,93.5833333
15,54.35,0.9998064,92.5833333,0.7370138,92.5833333
16,54.35,1.3498064,91.5833333,1.6932283,91.5833333
17,54.35,1.7265989,91.5833333,1.7227476,91.5833333
18,54.35,2.0398064,90.5833333,2.2380362,90.5833333
19,54.35,2.3865989,90.5833333,2.0202,90.5833333
20,54.35,2.7098064,89.5833333,2.3008038,89.5833333
21,54.35,3.0665989,89.5833333,2.5639609,89.5833333
1,54.3666667,-4.5003278,102.5833333,-2.5894335,102.5833333
2,54.3666667,-4.1435354,101.5833333,-2.1353087,101.5833333
3,54.3666667,-3.7567429,100.5833333,-1.9476558,100.5833333
4,54.3666667,-3.3567429,99.5833333,-1.7711644,99.5833333
5,54.3666667,-2.9167429,99.5833333,-1.4275683,99.5833333
6,54.3666667,-2.5333467,98.5833333,-1.49408,98.5833333
7,54.3666667,-2.1099505,97.5833333,-1.0928109,97.5833333
8,54.3666667,-1.6899505,97.5833333,-0.3941558,97.5833333
9,54.3666667,-1.2999505,96.5833333,-0.2540731,96.5833333
10,54.3666667,-0.8899505,95.5833333,-0.0537646,95.5833333
11,54.3666667,-0.4799505,94.5833333,0.5700264,94.5833333
12,54.3666667,-0.1099505,94.5833333,0.3326331,94.5833333
13,54.3666667,0.2900495,93.5833333,0.8750109,93.5833333
14,54.3666667,0.6434458,93.5833333,1.0214033,93.5833333
15,54.3666667,1.0034458,92.5833333,0.7399008,92.5833333
16,54.3666667,1.3534458,91.5833333,1.6924367,91.5833333
17,54.3666667,1.7300495,91.5833333,1.7237659,91.5833333
18,54.3666667,2.0434458,90.5833333,2.2377081,90.5833333
19,54.3666667,2.3900495,90.5833333,2.0178206,90.5833333
20,54.3666667,2.7134458,89.5833333,2.3009952,89.5833333
21,54.3666667,3.0700495,89.5833333,2.5617531,89.5833333
1,54.3833333,-4.4980092,102.5833333,-2.5897952,102.5833333
2,54.3833333,-4.1408394,101.5833333,-2.1362528,101.5833333
3,54.3833333,-3.7536696,100.5833333,-1.9479788,100.5833333
4,54.3833333,-3.3536696,99.5833333,-1.7712378,99.5833333
5,54.3833333,-2.9136696,99.5833333,-1.4287842,99.5833333
6,54.3833333,-2.5300847,98.5833333,-1.4937061,98.5833333
7,54.3833333,-2.1064998,97.5833333,-1.0939986,97.5833333
8,54.3833333,-1.6864998,97.5833333,-0.3977496,97.5833333
9,54.3833333,-1.2964998,96.5833333,-0.2548337,96.5833333
10,54.3833333,-0.8864998,95.5833333,-0.0567951,95.5833333
11,54.3833333,-0.4764998,94.5833333,0.5695011,94.5833333
12,54.3833333,-0.1064998,94.5833333,0.3307965,94.5833333
13,54.3833333,0.2935002,93.5833333,0.8740212,93.5833333
14,54.3833333,0.6470851,93.5833333,1.0192427,93.5833333
15,54.3833333,1.0070851,92.5833333,0.7427877,92.5833333
16,54.3833333,1.3570851,91.5833333,1.691645,91.5833333
17,54.3833333,1.7335002,91.5833333,1.7247843,91.5833333
18,54.3833333,2.0470851,90.5833333,2.23738,90.5833333
19,54.3833333,2.3935002,90.5833333,2.0154412,90.5833333
20,54.3833333,2.7170851,89.5833333,2.3011866,89.5833333
21,54.3833333,3.0735002,89.5833333,2.5595453,89.5833333
1,54.4,-4.4956906,102.5833333,-2.5901569,102.5833333
2,54.4,-4.1381434,101.5833333,-2.1371968,101.5833333
3,54.4,-3.7505962,100.5833333,-1.9483018,100.5833333
4,54.4,-3.3505962,99.5833333,-1.7713111,99.5833333
5,54.4,-2.9105962,99.5833333,-1.4300002,99.5833333
6,54.4,-2.5268227,98.5833333,-1.4933321,98.5833333
7,54.4,-2.1030491,97.5833333,-1.0951863,97.5833333
8,54.4,-1.6830491,97.5833333,-0.4013435,97.5833333
9,54.4,-1.2930491,96.5833333,-0.2555944,96.5833333
10,54.4,-0.8830491,95.5833333,-0.0598256,95.5833333
